É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2025/06/04 17:48:18

,,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË
2024/12/23,åé,6.3,8,1,13.4,8,1,-0.1,8,1,7.3,0,8,1,1021.6,8,1,,0,1,5.0,8,êºñkêº,8,1,2.8,8,1,0,1,8,1
2024/12/24,âŒ,8.1,8,1,14.8,8,1,2.3,8,1,9.7,0,8,1,1023.4,8,1,,0,1,5.4,8,êº,8,1,2.9,8,1,0,1,8,1
2024/12/25,êÖ,8.8,8,1,15.5,8,1,1.5,8,1,7.2,0,8,1,1024.4,8,1,,0,1,8.6,8,êº,8,1,3.3,8,1,0.0,0,8,1
2024/12/26,ñÿ,11.8,8,1,16.1,8,1,8.5,8,1,5.3,0,8,1,1019.2,8,1,,0,1,8.4,8,êº,8,1,4.7,8,1,0.0,0,8,1
2024/12/27,ã‡,8.8,8,1,12.2,8,1,5.8,8,1,4.4,0,8,1,1019.4,8,1,,0,1,11.6,8,êº,8,1,6.0,8,1,0,1,8,1
2024/12/28,ìy,6.7,8,1,10.6,8,1,1.9,8,1,7.3,0,8,1,1019.0,8,1,,0,1,9.1,8,êºñkêº,8,1,4.5,8,1,0.0,0,8,1
2024/12/29,ì˙,5.9,8,1,13.4,8,1,-0.2,8,1,9.6,0,8,1,1023.3,8,1,,0,1,5.7,8,ìåñkìå,8,1,2.5,8,1,0,1,8,1
2024/12/30,åé,8.3,8,1,16.5,8,1,1.4,8,1,5.4,0,8,1,1021.2,8,1,,0,1,5.5,8,êº,8,1,2.7,8,1,0.0,0,8,1
2024/12/31,âŒ,11.3,8,1,16.6,8,1,4.8,8,1,8.3,0,8,1,1013.7,8,1,,0,1,9.6,8,êº,8,1,4.2,8,1,0.0,0,8,1
2025/1/1,êÖ,6.3,8,1,13.6,8,1,0.2,8,1,9.8,0,8,1,1019.5,8,1,,0,1,4.7,8,ñkêº,8,1,2.7,8,1,0,1,8,1
2025/1/2,ñÿ,7.7,8,1,14.7,8,1,2.0,8,1,9.6,0,8,1,1019.0,8,1,,0,1,5.1,8,êºñkêº,8,1,2.8,8,1,0,1,8,1
2025/1/3,ã‡,8.0,8,1,15.3,8,1,2.6,8,1,9.7,0,8,1,1018.9,8,1,,0,1,8.0,8,êº,8,1,3.8,8,1,0,1,8,1
2025/1/4,ìy,5.3,8,1,12.7,8,1,-1.8,8,1,9.7,0,8,1,1023.3,8,1,,0,1,6.4,8,êº,8,1,3.0,8,1,0,1,8,1
2025/1/5,ì˙,7.3,8,1,14.2,8,1,0.4,8,1,7.1,0,8,1,1021.7,8,1,,0,1,5.1,8,ñkêº,8,1,2.9,8,1,0.0,0,8,1
2025/1/6,åé,11.1,8,1,16.5,8,1,7.3,8,1,5.5,0,8,1,1012.1,8,1,,0,1,9.8,8,êº,8,1,4.0,8,1,12.0,0,8,1
2025/1/7,âŒ,7.7,8,1,11.8,8,1,4.1,8,1,7.2,0,8,1,1015.1,8,1,,0,1,8.9,8,êºñkêº,8,1,5.1,8,1,0.0,0,8,1
2025/1/8,êÖ,7.1,8,1,13.5,8,1,2.5,8,1,6.3,0,8,1,1018.3,8,1,,0,1,6.8,8,êºñkêº,8,1,2.9,8,1,0,1,8,1
2025/1/9,ñÿ,6.4,8,1,10.6,8,1,2.8,8,1,6.3,0,8,1,1017.1,8,1,,0,1,10.2,8,êºñkêº,8,1,4.6,8,1,0.0,0,8,1
2025/1/10,ã‡,3.2,8,1,8.2,8,1,-0.2,8,1,9.2,0,8,1,1024.2,8,1,,0,1,7.3,8,êºñkêº,8,1,4.2,8,1,0,1,8,1
2025/1/11,ìy,4.7,8,1,10.5,8,1,-2.1,8,1,7.1,0,8,1,1025.0,8,1,,0,1,7.3,8,êºñkêº,8,1,3.1,8,1,0,1,8,1
2025/1/12,ì˙,5.8,8,1,11.9,8,1,2.7,8,1,5.9,0,8,1,1019.8,8,1,,0,1,7.8,8,êº,8,1,4.0,8,1,0.0,0,8,1
2025/1/13,åé,6.4,8,1,13.0,8,1,-0.5,8,1,9.8,0,8,1,1023.5,8,1,,0,1,8.3,8,êº,8,1,3.4,8,1,0,1,8,1
2025/1/14,âŒ,8.3,8,1,16.2,8,1,1.5,8,1,9.2,0,8,1,1023.8,8,1,,0,1,6.0,8,êºñkêº,8,1,2.9,8,1,0,1,8,1
2025/1/15,êÖ,8.3,8,1,13.5,8,1,2.6,8,1,4.2,0,8,1,1020.3,8,1,,0,1,10.3,8,êºñkêº,8,1,4.6,8,1,0.0,0,8,1
2025/1/16,ñÿ,4.3,8,1,10.2,8,1,-2.0,8,1,9.8,0,8,1,1022.1,8,1,,0,1,9.1,8,êºìÏêº,8,1,3.6,8,1,0,1,8,1
2025/1/17,ã‡,6.0,8,1,14.1,8,1,-1.3,8,1,9.9,0,8,1,1021.9,8,1,,0,1,5.3,8,êº,8,1,2.6,8,1,0,1,8,1
2025/1/18,ìy,6.6,8,1,13.7,8,1,0.2,8,1,8.0,0,8,1,1021.7,8,1,,0,1,3.8,8,êºñkêº,8,1,2.6,8,1,0,1,8,1
2025/1/19,ì˙,10.0,8,1,17.0,8,1,5.2,8,1,7.3,0,8,1,1015.5,8,1,,0,1,4.2,8,ìåìÏìå,8,1,2.6,8,1,0.0,0,8,1
2025/1/20,åé,10.2,8,1,17.1,8,1,3.9,8,1,9.9,0,8,1,1012.9,8,1,,0,1,6.1,8,êºìÏêº,8,1,3.2,8,1,0,1,8,1
2025/1/21,âŒ,9.2,8,1,15.8,8,1,4.8,8,1,9.7,0,8,1,1017.1,8,1,,0,1,5.3,8,êº,8,1,2.7,8,1,0,1,8,1
2025/1/22,êÖ,8.2,8,1,15.6,8,1,1.7,8,1,7.9,0,8,1,1021.8,8,1,,0,1,4.2,8,ìåìÏìå,8,1,2.7,8,1,0,1,8,1
2025/1/23,ñÿ,10.8,8,1,17.0,8,1,5.2,8,1,3.6,0,8,1,1020.4,8,1,,0,1,5.5,8,ñkêº,8,1,2.6,8,1,0,1,8,1
2025/1/24,ã‡,11.3,8,1,16.5,8,1,7.7,8,1,1.4,0,8,1,1018.9,8,1,,0,1,4.0,8,ìåñkìå,8,1,2.3,8,1,0.0,0,8,1
2025/1/25,ìy,10.4,8,1,14.9,8,1,6.7,8,1,4.3,0,8,1,1018.2,8,1,,0,1,9.3,8,ñkìå,8,1,4.8,8,1,0,1,8,1
2025/1/26,ì˙,9.1,8,1,12.7,8,1,2.4,8,1,9.8,0,8,1,1018.9,8,1,,0,1,8.8,8,ñkìå,8,1,4.0,8,1,0,1,8,1
2025/1/27,åé,8.1,8,1,12.2,8,1,4.9,8,1,2.6,0,8,1,1013.1,8,1,,0,1,7.6,8,êº,8,1,3.4,8,1,5.0,0,8,1
2025/1/28,âŒ,6.6,8,1,11.3,8,1,2.3,8,1,8.2,0,8,1,1015.8,8,1,,0,1,10.2,8,êºñkêº,8,1,5.6,8,1,0.0,0,8,1
2025/1/29,êÖ,6.5,8,1,11.2,8,1,4.0,8,1,9.3,0,8,1,1019.8,8,1,,0,1,10.0,8,êº,8,1,5.9,8,1,0,1,8,1
2025/1/30,ñÿ,6.4,8,1,13.0,8,1,1.5,8,1,10.3,0,8,1,1023.9,8,1,,0,1,5.9,8,êº,8,1,3.0,8,1,0,1,8,1
2025/1/31,ã‡,6.8,8,1,13.2,8,1,0.2,8,1,9.8,0,8,1,1024.6,8,1,,0,1,5.4,8,êºñkêº,8,1,3.1,8,1,0,1,8,1
2025/2/1,ìy,9.7,8,1,13.8,8,1,5.9,8,1,0.0,0,8,1,1014.8,8,1,,0,1,5.1,8,ñkñkìå,8,1,2.3,8,1,66.0,0,8,1
2025/2/2,ì˙,11.9,8,1,14.3,8,1,9.6,8,1,0.3,0,8,1,1010.2,8,1,,0,1,7.6,8,ñkìå,8,1,2.3,8,1,0.0,0,8,1
2025/2/3,åé,9.4,8,1,13.7,8,1,4.5,8,1,6.9,0,8,1,1011.1,8,1,,0,1,11.1,8,êº,8,1,5.3,5,1,0,1,8,1
2025/2/4,âŒ,3.7,8,1,7.8,8,1,1.1,8,1,10.3,0,8,1,1012.2,8,1,,0,1,13.0,8,êºñkêº,8,1,6.9,8,1,0,1,8,1
2025/2/5,êÖ,3.4,8,1,7.3,8,1,0.5,8,1,9.3,0,8,1,1014.1,8,1,,0,1,9.7,8,êºñkêº,8,1,5.8,8,1,0.0,0,8,1
2025/2/6,ñÿ,4.3,8,1,9.3,8,1,1.1,8,1,10.0,0,8,1,1017.6,8,1,,0,1,9.2,8,êºñkêº,8,1,4.8,8,1,0,1,8,1
2025/2/7,ã‡,3.9,8,1,9.4,8,1,-0.3,8,1,3.8,0,8,1,1015.7,8,1,,0,1,12.6,8,êºñkêº,8,1,5.1,8,1,0.5,0,8,1
2025/2/8,ìy,2.5,8,1,7.4,8,1,-1.4,8,1,10.4,0,8,1,1020.7,8,1,,0,1,9.5,8,êºñkêº,8,1,5.1,8,1,0,1,8,1
2025/2/9,ì˙,3.4,8,1,10.3,8,1,-2.9,8,1,10.4,0,8,1,1022.2,8,1,,0,1,7.7,8,êº,8,1,3.5,8,1,0,1,8,1
2025/2/10,åé,5.3,8,1,11.9,8,1,-1.3,8,1,10.2,0,8,1,1022.2,8,1,,0,1,7.3,8,êº,8,1,4.4,8,1,0,1,8,1
2025/2/11,âŒ,5.6,8,1,11.8,8,1,0.5,8,1,10.2,0,8,1,1025.6,8,1,,0,1,4.7,8,ñkêº,8,1,2.8,8,1,0,1,8,1
2025/2/12,êÖ,8.5,8,1,14.5,8,1,3.1,8,1,0.0,0,8,1,1016.2,8,1,,0,1,11.1,8,êº,8,1,3.5,8,1,16.5,0,8,1
2025/2/13,ñÿ,8.7,8,1,13.9,8,1,3.7,8,1,0.8,0,8,1,1016.0,8,1,,0,1,11.5,8,êº,8,1,4.6,8,1,0.0,0,8,1
2025/2/14,ã‡,7.4,8,1,13.3,8,1,0.6,8,1,10.6,0,8,1,1018.8,8,1,,0,1,5.8,8,ìåìÏìå,8,1,3.2,8,1,0,1,8,1
2025/2/15,ìy,10.7,8,1,16.2,8,1,5.5,8,1,2.2,0,8,1,1016.6,8,1,,0,1,3.9,8,ìÏìå,8,1,2.4,8,1,1.5,0,8,1
2025/2/16,ì˙,10.4,8,1,15.6,8,1,8.1,8,1,2.6,0,8,1,1012.9,8,1,,0,1,6.6,8,êº,8,1,2.4,8,1,12.0,0,8,1
2025/2/17,åé,10.0,8,1,15.1,8,1,5.5,8,1,10.3,0,8,1,1015.4,8,1,,0,1,10.3,8,êº,8,1,5.5,8,1,0,1,8,1
2025/2/18,âŒ,7.4,8,1,12.9,8,1,3.4,8,1,10.1,0,8,1,1018.2,8,1,,0,1,8.5,8,êº,8,1,5.1,8,1,0,1,8,1
2025/2/19,êÖ,6.5,8,1,12.3,8,1,2.7,8,1,10.8,0,8,1,1021.1,8,1,,0,1,9.3,8,êº,8,1,5.2,8,1,0,1,8,1
2025/2/20,ñÿ,6.0,8,1,11.8,8,1,0.7,8,1,10.5,0,8,1,1023.5,8,1,,0,1,5.8,8,ìåìÏìå,8,1,2.9,8,1,0,1,8,1
2025/2/21,ã‡,7.4,8,1,12.8,8,1,4.8,8,1,5.1,0,8,1,1023.3,8,1,,0,1,5.8,8,êº,8,1,3.7,8,1,0,1,8,1
2025/2/22,ìy,6.3,8,1,12.2,8,1,1.6,8,1,10.8,0,8,1,1025.6,8,1,,0,1,8.4,8,êº,8,1,4.7,8,1,0,1,8,1
2025/2/23,ì˙,5.9,8,1,12.0,8,1,2.9,8,1,5.2,0,8,1,1024.6,8,1,,0,1,11.6,8,êº,8,1,4.7,8,1,0,1,8,1
2025/2/24,åé,4.8,8,1,9.9,8,1,1.0,8,1,11.0,0,8,1,1026.1,8,1,,0,1,9.1,8,êº,8,1,5.3,8,1,0,1,8,1
2025/2/25,âŒ,7.1,8,1,15.6,8,1,-2.1,8,1,10.8,0,8,1,1026.2,8,1,,0,1,7.6,8,êºìÏêº,8,1,3.7,8,1,0,1,8,1
2025/2/26,êÖ,11.5,8,1,17.9,8,1,7.9,8,1,10.5,0,8,1,1021.7,8,1,,0,1,7.5,5,êº),5,1,3.4,5,1,0.0,0,8,1
2025/2/27,ñÿ,10.6,8,1,15.7,8,1,3.7,8,1,7.8,0,8,1,1021.6,8,1,,0,1,5.9,8,êº,8,1,3.0,8,1,0.5,0,8,1
2025/2/28,ã‡,13.3,8,1,20.3,8,1,9.3,8,1,4.8,0,8,1,1018.8,8,1,,0,1,4.3,8,ìå,8,1,1.9,8,1,5.0,0,8,1
2025/3/1,ìy,15.7,8,1,20.8,8,1,10.8,8,1,7.9,0,8,1,1018.5,8,1,,0,1,5.9,8,ìåìÏìå,8,1,2.6,8,1,0,1,8,1
2025/3/2,ì˙,20.4,8,1,27.1,8,1,13.5,8,1,6.7,0,8,1,1014.2,8,1,,0,1,7.6,8,êº,8,1,3.5,8,1,0,1,8,1
2025/3/3,åé,16.9,8,1,23.7,8,1,10.2,8,1,0.0,0,8,1,1010.0,8,1,,0,1,10.5,8,êº,8,1,4.1,8,1,3.0,0,8,1
2025/3/4,âŒ,12.8,8,1,15.4,8,1,10.3,8,1,0.0,0,8,1,1012.2,8,1,,0,1,3.8,8,êºñkêº,8,1,1.3,8,1,37.0,0,8,1
2025/3/5,êÖ,13.6,8,1,16.1,8,1,11.2,8,1,0.1,0,8,1,1012.0,8,1,,0,1,4.4,8,ìåñkìå,8,1,2.2,8,1,2.5,0,8,1
2025/3/6,ñÿ,10.3,8,1,13.8,8,1,6.5,8,1,2.0,0,8,1,1017.2,8,1,,0,1,4.0,8,ìåìÏìå,8,1,1.9,8,1,0,1,8,1
2025/3/7,ã‡,7.6,8,1,12.5,8,1,1.2,8,1,10.3,0,8,1,1023.6,8,1,,0,1,6.4,8,ñkñkìå,8,1,3.1,8,1,0,1,8,1
2025/3/8,ìy,8.6,8,1,11.0,8,1,6.4,8,1,0.0,0,8,1,1023.3,8,1,,0,1,3.4,8,êºñkêº,8,1,1.8,8,1,1.0,0,8,1
2025/3/9,ì˙,9.2,8,1,14.8,8,1,2.9,8,1,10.7,0,8,1,1025.7,8,1,,0,1,7.0,8,ñkìå,8,1,3.2,8,1,0,1,8,1
2025/3/10,åé,10.2,8,1,15.6,8,1,3.6,8,1,4.1,0,8,1,1025.2,8,1,,0,1,4.2,8,ñkñkìå,8,1,2.5,8,1,2.0,0,8,1
2025/3/11,âŒ,13.2,8,1,15.5,8,1,10.8,8,1,0.0,0,8,1,1017.5,8,1,,0,1,4.5,8,ñkìå,8,1,2.3,8,1,7.0,0,8,1
2025/3/12,êÖ,16.3,8,1,22.2,8,1,12.4,8,1,4.9,0,8,1,1014.6,8,1,,0,1,6.0,8,êºìÏêº,8,1,2.5,8,1,0.0,0,8,1
2025/3/13,ñÿ,14.4,8,1,17.6,8,1,11.1,8,1,0.4,0,8,1,1015.6,8,1,,0,1,5.9,8,ñkìå,8,1,2.2,8,1,0.0,0,8,1
2025/3/14,ã‡,13.6,8,1,16.6,8,1,10.8,8,1,0.1,0,8,1,1020.2,8,1,,0,1,5.0,8,ìåñkìå,8,1,2.3,8,1,0.0,0,8,1
2025/3/15,ìy,11.9,8,1,16.8,8,1,9.8,8,1,0.0,0,8,1,1014.3,8,1,,0,1,9.2,8,ñkìå,8,1,3.9,8,1,35.0,0,8,1
2025/3/16,ì˙,12.1,8,1,17.8,8,1,7.1,8,1,7.1,0,8,1,1005.8,8,1,,0,1,10.6,8,êº,8,1,5.1,8,1,7.5,0,8,1
2025/3/17,åé,7.5,8,1,13.1,8,1,3.5,8,1,10.9,0,8,1,1012.8,8,1,,0,1,12.4,8,ñkêº,8,1,6.6,8,1,0.0,0,8,1
2025/3/18,âŒ,6.7,8,1,13.9,8,1,3.5,8,1,5.2,0,8,1,1014.3,8,1,,0,1,11.5,8,êº,8,1,5.5,8,1,0.5,0,8,1
2025/3/19,êÖ,7.5,8,1,12.7,8,1,3.4,8,1,7.6,0,8,1,1019.9,8,1,,0,1,7.3,8,êº,8,1,3.5,8,1,0,1,8,1
2025/3/20,ñÿ,9.6,8,1,16.2,8,1,3.8,8,1,11.5,0,8,1,1020.2,8,1,,0,1,7.0,8,ìåìÏìå,8,1,3.1,8,1,0,1,8,1
2025/3/21,ã‡,13.5,8,1,21.1,8,1,4.6,8,1,11.2,0,8,1,1017.4,8,1,,0,1,10.4,8,êº,8,1,4.7,8,1,0,1,8,1
2025/3/22,ìy,18.1,8,1,25.1,8,1,10.1,8,1,11.5,0,8,1,1013.8,8,1,,0,1,12.0,8,êº,8,1,6.4,8,1,0,1,8,1
2025/3/23,ì˙,19.3,8,1,25.7,8,1,14.2,8,1,11.4,0,8,1,1012.6,8,1,,0,1,11.9,8,êº,8,1,7.1,8,1,0,1,8,1
2025/3/24,åé,19.0,8,1,24.1,8,1,15.0,8,1,5.6,0,8,1,1009.5,8,1,,0,1,8.9,8,êº,8,1,4.7,8,1,0.0,0,8,1
2025/3/25,âŒ,20.5,8,1,28.0,8,1,12.6,8,1,10.3,0,8,1,1006.1,8,1,,0,1,7.8,8,êºìÏêº,8,1,4.2,8,1,0,1,8,1
2025/3/26,êÖ,23.6,8,1,29.9,8,1,18.3,8,1,11.0,0,8,1,1007.1,8,1,,0,1,11.5,8,êº,8,1,4.8,8,1,0,1,8,1
2025/3/27,ñÿ,19.8,8,1,22.6,8,1,18.2,8,1,0.2,0,8,1,1004.0,8,1,,0,1,9.8,8,êºìÏêº,8,1,2.1,8,1,36.0,0,8,1
2025/3/28,ã‡,17.5,8,1,21.6,8,1,11.9,8,1,2.6,0,8,1,1005.8,8,1,,0,1,10.8,8,êº,8,1,6.0,8,1,0.0,0,8,1
2025/3/29,ìy,11.8,8,1,16.5,8,1,8.0,8,1,6.8,0,8,1,1017.0,8,1,,0,1,6.6,8,êºñkêº,8,1,3.1,8,1,4.5,0,8,1
2025/3/30,ì˙,10.2,8,1,13.4,8,1,8.2,8,1,5.1,0,8,1,1022.0,8,1,,0,1,5.4,8,êº,8,1,3.1,8,1,0,1,8,1
2025/3/31,åé,8.8,8,1,12.6,8,1,6.3,8,1,4.7,0,8,1,1022.9,8,1,,0,1,4.7,8,ìå,8,1,2.6,8,1,0,1,8,1
2025/4/1,âŒ,9.3,8,1,12.5,8,1,6.1,8,1,0.0,0,8,1,1017.8,8,1,,0,1,5.6,8,ñkìå,8,1,2.5,8,1,5.5,0,8,1
2025/4/2,êÖ,12.5,8,1,16.8,8,1,9.7,8,1,0.7,0,8,1,1013.6,8,1,,0,1,4.5,8,ìå,8,1,2.1,8,1,9.0,0,8,1
2025/4/3,ñÿ,12.9,8,1,18.3,8,1,8.7,8,1,9.8,0,8,1,1015.0,8,1,,0,1,7.0,8,êºñkêº,8,1,3.6,8,1,0,1,8,1
2025/4/4,ã‡,12.0,8,1,17.4,8,1,6.3,8,1,11.5,0,8,1,1017.3,8,1,,0,1,5.7,8,ìåìÏìå,8,1,3.0,8,1,0,1,8,1
2025/4/5,ìy,13.2,8,1,18.5,8,1,8.5,8,1,2.8,0,8,1,1015.9,8,1,,0,1,3.7,8,êºñkêº,8,1,2.1,8,1,0.0,0,8,1
2025/4/6,ì˙,17.1,8,1,23.8,8,1,11.4,8,1,11.6,0,8,1,1012.8,8,1,,0,1,8.2,8,êº,8,1,4.0,8,1,0,1,8,1
2025/4/7,åé,15.1,8,1,22.3,8,1,7.8,8,1,11.7,0,8,1,1017.2,8,1,,0,1,7.1,8,ìåìÏìå,8,1,3.6,8,1,0,1,8,1
2025/4/8,âŒ,17.7,8,1,26.0,8,1,9.2,8,1,10.0,0,8,1,1014.8,8,1,,0,1,9.6,8,êº,8,1,5.1,8,1,0,1,8,1
2025/4/9,êÖ,18.5,8,1,23.5,8,1,13.0,8,1,9.8,0,8,1,1011.2,8,1,,0,1,7.1,8,ìåìÏìå,8,1,2.9,8,1,0,1,8,1
2025/4/10,ñÿ,17.0,8,1,20.0,8,1,14.3,8,1,0.0,0,8,1,1007.9,8,1,,0,1,4.4,8,êºñkêº,8,1,2.1,8,1,28.0,0,8,1
2025/4/11,ã‡,17.1,8,1,21.2,8,1,13.4,8,1,11.5,0,8,1,1007.1,8,1,,0,1,5.5,8,êº,8,1,3.2,8,1,0,1,8,1
2025/4/12,ìy,15.9,8,1,19.8,8,1,11.1,8,1,3.9,0,8,1,1010.5,8,1,,0,1,6.0,8,ìÏìå,8,1,2.9,8,1,11.5,0,8,1
2025/4/13,ì˙,14.8,8,1,17.7,8,1,11.1,8,1,9.3,0,8,1,1002.8,8,1,,0,1,12.0,8,êº,8,1,6.4,8,1,31.0,0,8,1
2025/4/14,åé,13.5,8,1,19.6,8,1,8.6,8,1,5.4,0,8,1,1002.1,8,1,,0,1,10.0,8,êº,8,1,3.9,8,1,7.5,0,8,1
2025/4/15,âŒ,13.4,8,1,18.4,8,1,10.4,8,1,9.4,0,8,1,1003.9,8,1,,0,1,11.5,8,êº,8,1,7.4,8,1,0.0,0,8,1
2025/4/16,êÖ,17.6,8,1,24.7,8,1,8.4,8,1,9.1,0,8,1,1011.4,8,1,,0,1,10.1,8,êº,8,1,4.9,8,1,0,1,8,1
2025/4/17,ñÿ,20.5,8,1,27.1,8,1,14.0,8,1,7.5,0,5,1,1013.1,8,1,,0,1,7.3,5,êº),5,1,3.4,5,1,0,1,8,1
2025/4/18,ã‡,21.6,8,1,26.6,8,1,17.8,8,1,8.0,0,8,1,1012.5,8,1,,0,1,5.6,8,ìåìÏìå,8,1,2.6,8,1,0.0,0,8,1
2025/4/19,ìy,20.3,8,1,24.0,8,1,16.0,8,1,11.1,0,8,1,1012.6,8,1,,0,1,7.4,8,ìÏìå,8,1,3.4,8,1,0,1,8,1
2025/4/20,ì˙,19.0,8,1,21.4,8,1,17.4,8,1,0.1,0,8,1,1011.2,8,1,,0,1,5.4,8,ìÏìå,8,1,2.5,8,1,11.5,0,8,1
2025/4/21,åé,20.2,8,1,25.1,8,1,17.6,8,1,8.9,0,8,1,1014.0,8,1,,0,1,5.6,8,ìå,8,1,2.1,8,1,0.5,0,8,1
2025/4/22,âŒ,18.9,8,1,20.6,8,1,16.9,8,1,0.0,0,8,1,1008.9,8,1,,0,1,5.3,8,ìåñkìå,8,1,2.3,8,1,11.5,0,8,1
2025/4/23,êÖ,20.9,8,1,25.8,8,1,18.8,8,1,2.5,0,8,1,1001.3,8,1,,0,1,6.9,8,êº,8,1,3.7,8,1,0.0,0,8,1
2025/4/24,ñÿ,19.5,8,1,22.8,8,1,17.5,8,1,8.5,0,8,1,1004.9,8,1,,0,1,5.8,8,ìåìÏìå,8,1,2.8,8,1,0.0,0,8,1
2025/4/25,ã‡,18.9,8,1,23.4,8,1,14.2,8,1,0.1,0,8,1,1009.5,8,1,,0,1,6.5,8,ìåìÏìå,8,1,2.7,8,1,0.0,0,8,1
2025/4/26,ìy,16.5,8,1,21.3,8,1,10.5,8,1,12.0,0,8,1,1016.3,8,1,,0,1,5.9,8,ìåìÏìå,8,1,2.8,8,1,0,1,8,1
2025/4/27,ì˙,18.8,8,1,24.0,8,1,11.7,8,1,11.7,0,8,1,1015.8,8,1,,0,1,7.0,8,ìÏìå,8,1,3.4,8,1,0,1,8,1
2025/4/28,åé,16.4,8,1,18.7,8,1,14.6,8,1,0.5,0,8,1,1006.3,8,1,,0,1,4.9,8,êºñkêº,8,1,1.9,8,1,15.5,0,8,1
2025/4/29,âŒ,16.8,8,1,21.0,8,1,13.0,8,1,12.4,0,8,1,1010.1,8,1,,0,1,5.0,8,ìåìÏìå,8,1,3.4,8,1,0,1,8,1
2025/4/30,êÖ,17.5,8,1,22.6,8,1,11.8,8,1,7.9,0,8,1,1016.2,8,1,,0,1,5.7,8,ìåìÏìå,8,1,2.7,8,1,0,1,8,1
2025/5/1,ñÿ,18.5,8,1,22.1,8,1,15.0,8,1,0.0,0,8,1,1012.9,8,1,,0,1,6.2,8,ìÏìå,8,1,2.5,8,1,21.0,0,8,1
2025/5/2,ã‡,19.5,8,1,26.8,8,1,14.8,8,1,12.8,0,8,1,1006.5,8,1,,0,1,10.4,8,êº,8,1,4.8,8,1,11.0,0,8,1
2025/5/3,ìy,20.4,8,1,28.5,8,1,12.1,8,1,12.2,0,8,1,1007.9,8,1,,0,1,7.8,8,êºìÏêº,8,1,4.5,8,1,0,1,8,1
2025/5/4,ì˙,20.3,8,1,22.6,8,1,15.3,8,1,11.4,0,8,1,1008.9,8,1,,0,1,6.4,8,ìå,8,1,3.6,8,1,0,1,8,1
2025/5/5,åé,17.8,8,1,23.8,8,1,12.8,8,1,7.1,0,8,1,1010.6,8,1,,0,1,4.7,8,ìåìÏìå,8,1,2.4,8,1,8.0,0,8,1
2025/5/6,âŒ,17.8,8,1,20.9,8,1,14.8,8,1,0.5,0,8,1,1002.4,8,1,,0,1,6.6,8,êºìÏêº,8,1,2.2,8,1,13.5,0,8,1
2025/5/7,êÖ,18.5,8,1,22.0,8,1,14.7,8,1,10.7,0,8,1,1010.1,8,1,,0,1,7.3,8,êº,8,1,3.6,8,1,0,1,8,1
2025/5/8,ñÿ,18.6,8,1,22.9,8,1,13.4,8,1,11.2,0,8,1,1016.8,8,1,,0,1,5.4,8,ìå,8,1,2.7,8,1,0,1,8,1
2025/5/9,ã‡,18.4,8,1,21.0,8,1,16.7,8,1,0.0,0,8,1,1011.8,8,1,,0,1,6.4,8,ìåìÏìå,8,1,2.9,8,1,77.0,0,8,1
2025/5/10,ìy,21.7,8,1,27.0,8,1,18.3,8,1,5.1,0,8,1,1004.0,8,1,,0,1,11.9,8,êº,8,1,7.0,8,1,3.5,0,8,1
2025/5/11,ì˙,16.8,8,1,20.2,8,1,14.3,8,1,0.3,0,8,1,1007.3,8,1,,0,1,8.2,8,êº,8,1,4.5,8,1,6.5,0,8,1
2025/5/12,åé,18.6,8,1,23.8,8,1,14.0,8,1,7.6,0,8,1,1010.3,8,1,,0,1,6.7,8,ìåìÏìå,8,1,3.4,8,1,0,1,8,1
2025/5/13,âŒ,18.8,8,1,24.0,8,1,13.5,8,1,11.0,0,8,1,1016.2,8,1,,0,1,5.9,8,ìåìÏìå,8,1,3.3,8,1,0,1,8,1
2025/5/14,êÖ,19.6,8,1,25.1,8,1,13.3,8,1,10.6,0,8,1,1017.9,8,1,,0,1,6.2,8,ìåìÏìå,8,1,2.9,8,1,0,1,8,1
2025/5/15,ñÿ,21.0,8,1,25.5,8,1,15.4,8,1,7.6,0,8,1,1017.9,8,1,,0,1,5.9,8,ìåìÏìå,8,1,2.8,8,1,0,1,8,1
2025/5/16,ã‡,22.0,8,1,26.0,8,1,19.7,8,1,3.0,0,8,1,1015.8,8,1,,0,1,5.0,8,ìå,8,1,2.5,8,1,11.0,0,8,1
2025/5/17,ìy,23.5,8,1,28.9,8,1,19.6,8,1,0.8,0,8,1,1008.2,8,1,,0,1,7.1,8,êº,8,1,3.6,8,1,19.0,0,8,1
2025/5/18,ì˙,22.6,8,1,24.8,8,1,20.4,8,1,0.0,0,8,1,1008.1,8,1,,0,1,6.7,8,êº,8,1,2.8,8,1,7.0,0,8,1
2025/5/19,åé,22.2,8,1,25.2,8,1,20.2,8,1,0.0,0,8,1,1010.3,8,1,,0,1,6.0,8,êº,8,1,2.4,8,1,0.0,0,8,1
2025/5/20,âŒ,24.4,8,1,28.5,8,1,19.1,8,1,2.0,0,8,1,1011.0,8,1,,0,1,4.4,8,êº,8,1,1.9,8,1,0.0,0,8,1
