1,ЧяШaВQФNНСР®Т≤НЄБ@ПђТnИжПWМvБ@БiСНЦ±П»УЭМvЛ«Бj,,,,,,,,,,,
2,Сж1Х\Б@ТjПЧХ РlМыЛyВ—РҐС—РФБ|КоЦ{ТPИ Лж,,,,,,,,,,,
3,,,,,,,,,1) БuРlМыПWТЖТnЛжХДНЖБvВЌБCБu01БvВ≈В†ВкВќРlМыПWТЖТnЛжБCБu51БvВ≈В†ВкВќПАРlМыПWТЖТnЛжВ≈В†ВйВ±В∆ВрХ\ВЈБBВ»В®БCОsЛжТђСЇУаВ…РlМыПWТЖТnЛжВвПАРlМыПWТЖТnЛжВ™Х°РФСґНЁВЈВйПкНЗВЌБCРlМыВћСеВЂВҐРlМыПWТЖТnЛжВ©ВзБC01БC02БcБiПАРlМыПWТЖТnЛжВЌ51БC52БcБjВ∆ХtЧ^ВµВƒВҐВйБB,,,
4,,,,,,,,,РlМы,РlМы,РlМы,РҐС—РФ
4301,"45201","130003180","2378.1. 5","Л{НиМІ","Л{НиОs","Ц{Лљ","ОOТЪЦЏ","01",10,4,6,6
4302,"45201","130003190","2378.1. 6","Л{НиМІ","Л{НиОs","Ц{Лљ","ОOТЪЦЏ","01",6,3,3,3
4303,"45201","130003200","2378.1. 7","Л{НиМІ","Л{НиОs","Ц{Лљ","ОOТЪЦЏ","01",12,5,7,5
4304,"45201","131001010","2370.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",3,2,1,2
4305,"45201","131001020","2378.1. 8","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",4,3,1,1
4306,"45201","131001030","2370.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",15,8,7,7
4307,"45201","131001040","2370.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",17,7,10,7
4308,"45201","131001050","2369.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",6,3,3,4
4309,"45201","131001060","2369.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",-,-,-,-
4310,"45201","131001070","2369.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",8,3,5,4
4311,"45201","131001080","2370.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",27,10,17,7
4312,"45201","131001090","2370.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",14,8,6,8
4313,"45201","131001100","2599.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",51,28,23,19
4314,"45201","131001110","2599.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",26,12,14,9
4315,"45201","131001120","2597.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",13,7,6,6
4316,"45201","131001130","2597.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",25,13,12,14
4317,"45201","131001140","2599.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",36,16,20,14
4318,"45201","131001150","2599.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",44,21,23,16
4319,"45201","131001160","2598.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",9,3,6,5
4320,"45201","131001170","2598.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",33,14,19,12
4321,"45201","131001180","2598.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",49,24,25,20
4322,"45201","131001190","2598.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",27,13,14,13
4323,"45201","131001200","2598.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",15,6,9,10
4324,"45201","131001210","2371.1.  ","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",128,55,73,51
4325,"45201","131001210","2373.1.  ","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",97,38,59,46
4326,"45201","131001220","2598.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ИкТЪЦЏ","01",9,5,4,5
4327,"45201","131002010","2596.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",31,14,17,12
4328,"45201","131002020","2597.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",23,10,13,10
4329,"45201","131002030","2597.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",28,12,16,11
4330,"45201","131002040","2597.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",20,7,13,8
4331,"45201","131002050","2597.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",4,1,3,2
4332,"45201","131002060","2597.1. 7","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",23,13,10,9
4333,"45201","131002070","2616.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",20,8,12,11
4334,"45201","131002080","2616.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",29,15,14,11
4335,"45201","131002090","2616.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",22,11,11,10
4336,"45201","131002100","2616.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",24,9,15,7
4337,"45201","131002110","2616.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",5,3,2,2
4338,"45201","131002120","2616.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",23,10,13,9
4339,"45201","131002130","2616.1. 7","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",22,11,11,10
4340,"45201","131002140","2617.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",27,12,15,11
4341,"45201","131002150","2617.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",27,13,14,12
4342,"45201","131002160","2617.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",27,11,16,13
4343,"45201","131002170","2617.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",31,14,17,12
4344,"45201","131002180","2617.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",35,15,20,11
4345,"45201","131002190","2618.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",18,5,13,10
4346,"45201","131002200","2618.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",-,-,-,-
4347,"45201","131002210","2618.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",22,11,11,10
4348,"45201","131002220","2618.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",25,13,12,9
4349,"45201","131002230","2618.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",15,9,6,7
4350,"45201","131002240","2618.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",19,8,11,8
4351,"45201","131002250","2618.1. 7","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","УсТЪЦЏ","01",27,16,11,11
4352,"45201","131003010","2596.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",8,4,4,4
4353,"45201","131003020","2596.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",22,10,12,11
4354,"45201","131003030","2596.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",34,17,17,13
4355,"45201","131003040","2596.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",9,6,3,3
4356,"45201","131003050","2596.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",24,12,12,10
4357,"45201","131003060","2596.1. 7","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",29,12,17,10
4358,"45201","131003070","2595.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",21,9,12,9
4359,"45201","131003080","2595.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",22,9,13,10
4360,"45201","131003090","2595.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",24,11,13,9
4361,"45201","131003100","2595.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",23,10,13,10
4362,"45201","131003110","2595.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",4,2,2,2
4363,"45201","131003120","2595.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",24,12,12,9
4364,"45201","131003130","2595.1. 7","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",9,4,5,5
4365,"45201","131003140","2595.1. 8","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",12,6,6,7
4366,"45201","131003150","2594.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",43,18,25,19
4367,"45201","131003160","2594.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",12,7,5,7
4368,"45201","131003170","2594.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",37,15,22,16
4369,"45201","131003180","2377.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",13,5,8,6
4370,"45201","131003190","2377.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",32,15,17,12
4371,"45201","131003200","2377.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",74,43,31,25
4372,"45201","131003210","2377.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",12,6,6,7
4373,"45201","131003220","2377.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",11,6,5,5
4374,"45201","131003230","2594.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",13,8,5,6
4375,"45201","131003240","2594.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",42,18,24,19
4376,"45201","131003250","2619.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",31,15,16,14
4377,"45201","131003260","2619.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",23,9,14,7
4378,"45201","131003270","2619.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",29,12,17,12
4379,"45201","131003280","2619.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",40,18,22,14
4380,"45201","131003290","2619.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",28,10,18,12
4381,"45201","131003300","2619.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",19,11,8,9
4382,"45201","131003310","2620.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",19,9,10,8
4383,"45201","131003320","2593.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",28,14,14,11
4384,"45201","131003330","2593.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",22,9,13,10
4385,"45201","131003340","2593.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",14,7,7,7
4386,"45201","131003350","2593.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",32,15,17,17
4387,"45201","131003360","2593.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",20,7,13,8
4388,"45201","131003370","2593.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",42,20,22,18
4389,"45201","131003380","2591.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",12,5,7,6
4390,"45201","131003390","2592.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",13,7,6,6
4391,"45201","131003400","2592.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",32,16,16,10
4392,"45201","131003410","2592.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",35,16,19,17
4393,"45201","131003420","2592.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",32,11,21,19
4394,"45201","131003430","2592.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",17,7,10,8
4395,"45201","131003440","2592.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОOТЪЦЏ","01",39,21,18,16
4396,"45201","131004010","2620.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",19,11,8,8
4397,"45201","131004020","2620.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",34,19,15,15
4398,"45201","131004030","2589.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",39,16,23,15
4399,"45201","131004040","2620.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",20,9,11,10
4400,"45201","131004050","2620.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",16,6,10,10
4401,"45201","131004060","2620.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",23,8,15,11
4402,"45201","131004070","2622.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",19,9,10,10
4403,"45201","131004080","2589.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",19,9,10,9
4404,"45201","131004090","2589.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",14,6,8,6
4405,"45201","131004100","2589.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",15,6,9,5
4406,"45201","131004110","2589.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",4,2,2,2
4407,"45201","131004120","2589.1. 7","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",26,12,14,10
4408,"45201","131004130","2623.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",95,47,48,29
4409,"45201","131004140","2622.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",33,14,19,15
4410,"45201","131004150","2622.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",33,15,18,11
4411,"45201","131004160","2622.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",21,8,13,6
4412,"45201","131004170","2623.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",26,10,16,13
4413,"45201","131004180","2621.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",16,6,10,8
4414,"45201","131004190","2621.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",28,11,17,12
4415,"45201","131004200","2621.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",13,6,7,10
4416,"45201","131004210","2621.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",28,13,15,11
4417,"45201","131004220","2621.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",27,16,11,10
4418,"45201","131004230","2591.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",21,10,11,9
4419,"45201","131004240","2591.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",21,10,11,8
4420,"45201","131004250","2591.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",19,7,12,8
4421,"45201","131004260","2591.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",21,9,12,8
4422,"45201","131004270","2591.1. 6","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",21,10,11,8
4423,"45201","131004280","2591.1. 7","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",8,3,5,5
4424,"45201","131004290","2591.1. 8","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",19,8,11,8
4425,"45201","131004300","2590.1. 1","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",15,5,10,8
4426,"45201","131004310","2590.1. 2","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",-,-,-,-
4427,"45201","131004320","2590.1. 3","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",43,16,27,17
4428,"45201","131004330","2590.1. 4","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",39,16,23,24
4429,"45201","131004340","2590.1. 5","Л{НиМІ","Л{НиОs","КуЦ]ГPЛu","ОlТЪЦЏ","01",30,13,17,17
4430,"45201","132001010"," 522.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ИкТЪЦЏ","01",30,16,14,14
4431,"45201","132001020"," 522.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ИкТЪЦЏ","01",69,34,35,40
4432,"45201","132001030"," 538.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ИкТЪЦЏ","01",56,32,24,37
4433,"45201","132001040"," 537.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ИкТЪЦЏ","01",72,34,38,32
4434,"45201","132001050"," 539.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ИкТЪЦЏ","01",33,15,18,21
4435,"45201","132001060"," 539.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ИкТЪЦЏ","01",49,26,23,18
4436,"45201","132001070"," 548.1.  ","Л{НиМІ","Л{НиОs","НPЛv","ИкТЪЦЏ","01",108,46,62,63
4437,"45201","132001080"," 547.1.  ","Л{НиМІ","Л{НиОs","НPЛv","ИкТЪЦЏ","01",64,28,36,51
4438,"45201","132001090"," 544.1.  ","Л{НиМІ","Л{НиОs","НPЛv","ИкТЪЦЏ","01",80,33,47,34
4439,"45201","132001090"," 546.1.  ","Л{НиМІ","Л{НиОs","НPЛv","ИкТЪЦЏ","01",96,43,53,38
4440,"45201","132002010"," 538.1. 2","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",49,19,30,18
4441,"45201","132002020"," 523.1.  ","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",68,33,35,43
4442,"45201","132002030"," 525.1. 1","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",53,21,32,23
4443,"45201","132002040"," 526.1. 1","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",91,33,58,53
4444,"45201","132002050"," 526.1. 2","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",26,12,14,11
4445,"45201","132002060"," 535.1. 1","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",22,10,12,9
4446,"45201","132002070"," 524.1. 3","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",14,7,7,6
4447,"45201","132002080"," 536.1.  ","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",137,72,65,51
4448,"45201","132002090"," 537.1. 2","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",53,27,26,27
4449,"45201","132002100"," 524.1. 1","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",29,15,14,17
4450,"45201","132002110"," 524.1. 2","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",53,25,28,18
4451,"45201","132002120"," 545.1. 1","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",86,46,40,36
4452,"45201","132002130"," 545.1. 2","Л{НиМІ","Л{НиОs","НPЛv","УсТЪЦЏ","01",65,39,26,32
4453,"45201","132003010"," 527.1.  ","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",72,38,34,51
4454,"45201","132003020"," 528.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",71,36,35,30
4455,"45201","132003030"," 529.1.  ","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",117,49,68,47
4456,"45201","132003040"," 530.1.  ","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",69,36,33,54
4457,"45201","132003050"," 528.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",18,7,11,10
4458,"45201","132003060"," 533.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",39,16,23,21
4459,"45201","132003070"," 533.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",38,16,22,21
4460,"45201","132003080"," 535.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",44,24,20,21
4461,"45201","132003090"," 535.1. 3","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",46,21,25,22
4462,"45201","132003100"," 534.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",66,30,36,27
4463,"45201","132003110"," 534.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",63,22,41,38
4464,"45201","132003120"," 533.1. 3","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",13,4,9,7
4465,"45201","132003130"," 531.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",38,20,18,15
4466,"45201","132003140"," 532.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",50,24,26,19
4467,"45201","132003150"," 531.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",55,24,31,34
4468,"45201","132003160"," 532.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ОOТЪЦЏ","01",73,34,39,40
4469,"45201","132004010","1000.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",17,8,9,10
4470,"45201","132004020","1000.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",55,25,30,28
4471,"45201","132004030","1002.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",21,8,13,8
4472,"45201","132004040","1002.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",22,9,13,14
4473,"45201","132004050","1007.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",47,20,27,18
4474,"45201","132004060","1007.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",20,12,8,7
4475,"45201","132004070"," 998.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",17,6,11,7
4476,"45201","132004080"," 998.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",45,23,22,21
4477,"45201","132004090","1007.1. 3","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",61,28,33,29
4478,"45201","132004100","1002.1. 3","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",74,38,36,41
4479,"45201","132004110","1001.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",89,42,47,40
4480,"45201","132004120","1000.1. 3","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",4,2,2,2
4481,"45201","132004130","1001.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",21,9,12,9
4482,"45201","132004140"," 988.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",47,24,23,22
4483,"45201","132004150"," 998.1. 3","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",47,23,24,19
4484,"45201","132004160"," 999.1. 1","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",30,13,17,12
4485,"45201","132004170"," 999.1. 2","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",27,16,11,16
4486,"45201","132004180"," 999.1. 3","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",53,24,29,18
4487,"45201","132004190"," 998.1. 4","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",10,5,5,3
4488,"45201","132004200"," 998.1. 5","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",17,8,9,6
4489,"45201","132004210"," 998.1. 6","Л{НиМІ","Л{НиОs","НPЛv","ОlТЪЦЏ","01",65,30,35,22
4490,"45201","132005010"," 997.1. 1","Л{НиМІ","Л{НиОs","НPЛv","М№ТЪЦЏ","01",45,23,22,17
4491,"45201","132005020"," 990.1. 1","Л{НиМІ","Л{НиОs","НPЛv","М№ТЪЦЏ","01",37,18,19,21
4492,"45201","132005030"," 997.1. 2","Л{НиМІ","Л{НиОs","НPЛv","М№ТЪЦЏ","01",47,21,26,24
4493,"45201","132005040"," 997.1. 3","Л{НиМІ","Л{НиОs","НPЛv","М№ТЪЦЏ","01",26,16,10,20
4494,"45201","132005050"," 996.1. 1","Л{НиМІ","Л{НиОs","НPЛv","М№ТЪЦЏ","01",34,19,15,15
4495,"45201","132005060"," 997.1. 4","Л{НиМІ","Л{НиОs","НPЛv","М№ТЪЦЏ","01",32,16,16,13
4496,"45201","132005070"," 996.1. 2","Л{НиМІ","Л{НиОs","НPЛv","М№ТЪЦЏ","01",53,24,29,23
